,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,seed
84,0,17.0,10,0.002786800032481551,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",10,0.2,1024,4
85,1,10.0,22,0.008340700005646795,"[6, 10, 24, 9, 8, 21, 7, 38, 12, 2, 8, 34, 8, 39, 32, 32, 4, 11, 25, 36, 31, 17, 19, 9, 16, 0, 4, 33, 6, 32, 23, 22, 18, 12, 24, 19, 15, 29, 0, 27]",10,0.2,1024,4
86,2,10.0,33,0.014160000020638108,"[6, 10, 24, 9, 8, 21, 7, 38, 12, 2, 8, 34, 8, 39, 32, 32, 4, 11, 25, 36, 31, 17, 19, 9, 16, 0, 4, 33, 6, 32, 23, 22, 18, 12, 24, 19, 15, 29, 0, 27]",10,0.2,1024,4
87,4,9.0,56,0.02234700002009049,"[10, 10, 36, 4, 8, 37, 18, 15, 12, 14, 8, 34, 38, 2, 16, 32, 29, 39, 25, 31, 19, 12, 19, 17, 16, 11, 35, 0, 13, 27, 23, 24, 2, 37, 24, 14, 22, 29, 36, 27]",10,0.2,1024,4
88,8,8.0,101,0.03589620004640892,"[10, 10, 24, 4, 8, 20, 18, 38, 36, 14, 8, 34, 22, 2, 16, 32, 29, 39, 25, 31, 19, 12, 19, 9, 16, 37, 35, 33, 13, 27, 21, 24, 2, 11, 24, 19, 22, 1, 0, 27]",10,0.2,1024,4
89,16,6.0,191,0.0607501000049524,"[10, 18, 26, 9, 8, 20, 18, 38, 36, 14, 8, 34, 38, 2, 32, 32, 29, 23, 25, 31, 19, 12, 19, 17, 16, 37, 35, 33, 13, 27, 13, 24, 2, 37, 4, 19, 22, 29, 0, 27]",10,0.2,1024,4
90,32,5.0,368,0.10699150001164526,"[10, 18, 26, 9, 8, 20, 18, 38, 36, 14, 26, 34, 38, 2, 16, 32, 29, 39, 25, 31, 19, 12, 19, 17, 16, 37, 35, 33, 13, 27, 13, 24, 2, 37, 4, 19, 22, 29, 0, 33]",10,0.2,1024,4
91,64,2.0,723,0.196963099995628,"[10, 18, 28, 9, 8, 20, 3, 38, 36, 14, 26, 34, 38, 26, 16, 32, 29, 39, 25, 31, 19, 12, 19, 17, 16, 37, 32, 33, 13, 27, 13, 24, 2, 37, 4, 19, 22, 6, 0, 33]",10,0.2,1024,4
92,128,0.0,1143,0.3049569000140764,"[5, 10, 28, 9, 8, 20, 3, 38, 36, 14, 26, 16, 38, 26, 16, 32, 29, 39, 25, 31, 19, 12, 34, 17, 16, 37, 32, 33, 21, 27, 13, 24, 2, 37, 4, 19, 22, 15, 0, 33]",10,0.2,1024,4
93,256,0.0,1143,0.3049569000140764,"[5, 10, 28, 9, 8, 20, 3, 38, 36, 14, 26, 16, 38, 26, 16, 32, 29, 39, 25, 31, 19, 12, 34, 17, 16, 37, 32, 33, 21, 27, 13, 24, 2, 37, 4, 19, 22, 15, 0, 33]",10,0.2,1024,4
94,512,0.0,1143,0.3049569000140764,"[5, 10, 28, 9, 8, 20, 3, 38, 36, 14, 26, 16, 38, 26, 16, 32, 29, 39, 25, 31, 19, 12, 34, 17, 16, 37, 32, 33, 21, 27, 13, 24, 2, 37, 4, 19, 22, 15, 0, 33]",10,0.2,1024,4
95,1024,0.0,1143,0.3049569000140764,"[5, 10, 28, 9, 8, 20, 3, 38, 36, 14, 26, 16, 38, 26, 16, 32, 29, 39, 25, 31, 19, 12, 34, 17, 16, 37, 32, 33, 21, 27, 13, 24, 2, 37, 4, 19, 22, 15, 0, 33]",10,0.2,1024,4
96,0,17.0,10,0.00473220000276342,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",10,0.5,1024,4
97,1,11.0,22,0.013578300015069544,"[24, 14, 16, 17, 10, 20, 12, 37, 21, 1, 15, 12, 28, 1, 37, 33, 15, 28, 16, 28, 23, 37, 13, 15, 24, 22, 26, 7, 37, 0, 11, 2, 30, 9, 4, 24, 23, 26, 36, 19]",10,0.5,1024,4
98,2,9.0,34,0.020451100019272417,"[7, 38, 16, 17, 10, 33, 12, 35, 30, 1, 3, 12, 28, 20, 16, 7, 10, 28, 22, 15, 3, 37, 13, 15, 38, 7, 28, 11, 0, 0, 32, 25, 37, 39, 4, 9, 10, 26, 36, 19]",10,0.5,1024,4
99,4,8.0,57,0.032582600018940866,"[24, 14, 36, 13, 10, 37, 7, 38, 22, 35, 15, 34, 38, 20, 37, 32, 23, 39, 25, 31, 23, 37, 13, 13, 16, 0, 29, 33, 13, 0, 21, 28, 18, 12, 24, 19, 21, 29, 36, 19]",10,0.5,1024,4
100,8,4.0,103,0.047181000001728535,"[24, 38, 16, 0, 10, 20, 7, 35, 30, 35, 15, 12, 38, 20, 37, 32, 15, 39, 25, 28, 23, 37, 13, 13, 16, 22, 28, 33, 31, 0, 21, 25, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
101,16,1.0,194,0.0739432999980636,"[24, 14, 16, 17, 10, 37, 7, 35, 30, 35, 15, 12, 38, 20, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 25, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
102,32,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
103,64,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
104,128,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
105,256,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
106,512,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
107,1024,0.0,360,0.11560889997053891,"[24, 32, 16, 17, 10, 2, 7, 35, 30, 35, 15, 12, 38, 0, 37, 32, 15, 39, 25, 28, 23, 26, 13, 13, 16, 22, 28, 33, 31, 0, 21, 5, 34, 9, 4, 19, 21, 29, 36, 12]",10,0.5,1024,4
108,0,17.0,10,0.0040188999846577644,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",10,0.75,1024,4
109,1,10.0,22,0.010752300033345819,"[24, 14, 16, 17, 10, 20, 12, 37, 21, 1, 15, 12, 28, 1, 12, 33, 15, 28, 16, 28, 23, 37, 13, 15, 24, 22, 26, 7, 37, 0, 11, 2, 30, 9, 4, 24, 23, 26, 36, 19]",10,0.75,1024,4
110,2,9.0,34,0.019858799991197884,"[7, 38, 16, 17, 10, 11, 12, 35, 30, 1, 3, 12, 28, 20, 16, 7, 10, 28, 22, 15, 3, 37, 13, 15, 38, 7, 28, 11, 0, 0, 32, 25, 37, 39, 4, 9, 10, 26, 36, 19]",10,0.75,1024,4
111,4,5.0,58,0.03303340001730248,"[24, 38, 16, 17, 10, 11, 12, 37, 12, 1, 14, 12, 28, 20, 12, 7, 10, 39, 16, 15, 3, 37, 13, 15, 16, 22, 28, 33, 13, 27, 23, 25, 30, 39, 4, 19, 23, 26, 36, 27]",10,0.75,1024,4
112,8,4.0,103,0.04892989998916164,"[7, 38, 16, 17, 10, 11, 12, 35, 30, 1, 14, 12, 28, 20, 12, 7, 10, 39, 22, 28, 3, 37, 13, 15, 16, 22, 28, 30, 13, 27, 23, 25, 37, 39, 4, 19, 23, 26, 36, 19]",10,0.75,1024,4
113,16,1.0,194,0.0744338000076823,"[24, 38, 16, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 20, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 39, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
114,32,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
115,64,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
116,128,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
117,256,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
118,512,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
119,1024,0.0,239,0.08919969998532906,"[7, 38, 11, 17, 10, 11, 12, 35, 38, 1, 14, 12, 28, 32, 12, 32, 10, 39, 22, 28, 3, 37, 13, 15, 16, 6, 28, 33, 13, 27, 23, 25, 37, 0, 16, 19, 23, 26, 36, 19]",10,0.75,1024,4
120,0,17.0,30,0.007367699989117682,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",30,0.05,1024,4
121,1,8.0,62,0.018904299999121577,"[34, 15, 6, 4, 11, 5, 33, 12, 1, 36, 3, 13, 26, 30, 18, 23, 14, 2, 20, 21, 39, 20, 32, 9, 14, 7, 7, 25, 36, 8, 18, 28, 11, 33, 14, 17, 17, 2, 7, 5]",30,0.05,1024,4
122,2,6.0,94,0.029792700021062046,"[24, 36, 32, 22, 39, 13, 27, 16, 28, 35, 14, 10, 32, 27, 37, 33, 6, 13, 30, 28, 37, 34, 6, 1, 24, 22, 5, 5, 7, 17, 21, 11, 34, 9, 4, 38, 0, 2, 18, 25]",30,0.05,1024,4
123,4,5.0,157,0.04907120001735166,"[24, 36, 32, 22, 4, 13, 27, 16, 36, 35, 14, 10, 32, 27, 37, 33, 6, 13, 30, 28, 37, 34, 6, 1, 3, 22, 5, 5, 7, 17, 21, 11, 34, 9, 4, 38, 0, 2, 18, 25]",30,0.05,1024,4
124,8,5.0,281,0.08253300003707409,"[24, 36, 32, 22, 4, 13, 27, 16, 36, 35, 14, 10, 32, 27, 37, 33, 6, 13, 30, 28, 37, 34, 6, 1, 3, 22, 5, 5, 7, 17, 21, 11, 34, 9, 4, 38, 0, 2, 18, 25]",30,0.05,1024,4
125,16,1.0,532,0.14525800000410527,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 23, 14, 13, 20, 21, 37, 31, 28, 9, 10, 6, 29, 5, 36, 24, 25, 28, 6, 33, 4, 32, 17, 2, 36, 27]",30,0.05,1024,4
126,32,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
127,64,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
128,128,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
129,256,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
130,512,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
131,1024,0.0,564,0.15704860002733767,"[34, 4, 6, 22, 11, 5, 33, 12, 1, 12, 3, 11, 26, 30, 19, 38, 14, 13, 20, 21, 37, 31, 28, 9, 10, 7, 29, 5, 36, 24, 25, 28, 6, 33, 14, 32, 17, 2, 36, 27]",30,0.05,1024,4
132,0,17.0,30,0.006803199998103082,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",30,0.1,1024,4
133,1,8.0,62,0.01892920001409948,"[34, 15, 6, 4, 11, 5, 33, 12, 1, 36, 3, 13, 26, 30, 18, 23, 14, 2, 20, 21, 39, 20, 32, 9, 14, 7, 7, 25, 36, 8, 18, 28, 11, 33, 14, 17, 17, 2, 7, 5]",30,0.1,1024,4
134,2,6.0,94,0.03104869998060167,"[24, 36, 32, 22, 39, 13, 27, 16, 28, 35, 14, 10, 32, 27, 37, 33, 6, 13, 30, 28, 37, 34, 6, 1, 24, 22, 5, 5, 7, 17, 21, 11, 34, 9, 4, 38, 0, 2, 18, 25]",30,0.1,1024,4
135,4,6.0,156,0.049117400019895285,"[24, 36, 32, 22, 39, 13, 27, 16, 28, 35, 14, 10, 32, 27, 37, 33, 6, 13, 30, 28, 37, 34, 6, 1, 24, 22, 5, 5, 7, 17, 21, 11, 34, 9, 4, 38, 0, 2, 18, 25]",30,0.1,1024,4
136,8,3.0,281,0.09027400001650676,"[29, 15, 14, 22, 11, 19, 33, 12, 1, 12, 8, 4, 26, 34, 13, 17, 22, 24, 3, 28, 36, 20, 39, 1, 34, 21, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 24, 28, 32, 25]",30,0.1,1024,4
137,16,2.0,530,0.16101729997899383,"[29, 15, 36, 22, 11, 19, 27, 12, 1, 12, 8, 4, 26, 34, 13, 17, 30, 16, 3, 2, 10, 20, 39, 13, 31, 32, 5, 4, 0, 8, 21, 11, 18, 31, 38, 9, 24, 29, 18, 25]",30,0.1,1024,4
138,32,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
139,64,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
140,128,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
141,256,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
142,512,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
143,1024,0.0,562,0.17200510000111535,"[29, 15, 32, 22, 11, 19, 27, 12, 1, 12, 23, 4, 3, 34, 27, 35, 14, 24, 30, 28, 36, 20, 39, 13, 31, 32, 5, 4, 0, 8, 2, 11, 18, 31, 14, 9, 20, 28, 18, 25]",30,0.1,1024,4
144,0,17.0,30,0.006979300000239164,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",30,0.2,1024,4
145,1,8.0,62,0.01801800000248477,"[34, 15, 6, 4, 11, 5, 33, 12, 1, 36, 3, 13, 26, 30, 18, 23, 14, 2, 20, 21, 39, 20, 32, 9, 14, 7, 7, 25, 36, 8, 18, 28, 11, 33, 14, 17, 17, 2, 7, 5]",30,0.2,1024,4
146,2,7.0,94,0.031067100004293025,"[19, 5, 14, 8, 11, 13, 39, 22, 4, 33, 7, 17, 37, 9, 7, 35, 16, 37, 28, 9, 39, 6, 12, 35, 14, 33, 30, 23, 21, 24, 2, 31, 3, 19, 26, 6, 29, 28, 38, 22]",30,0.2,1024,4
147,4,4.0,157,0.050648000033106655,"[19, 4, 14, 8, 38, 13, 39, 14, 1, 33, 8, 13, 14, 32, 13, 15, 16, 37, 28, 0, 39, 6, 27, 20, 14, 11, 7, 23, 21, 8, 2, 31, 3, 11, 26, 6, 29, 22, 38, 9]",30,0.2,1024,4
148,8,4.0,281,0.08364159998018295,"[19, 4, 14, 8, 38, 13, 39, 14, 1, 33, 8, 13, 14, 32, 13, 15, 16, 37, 28, 0, 39, 6, 27, 20, 14, 11, 7, 23, 21, 8, 2, 31, 3, 11, 26, 6, 29, 22, 38, 9]",30,0.2,1024,4
149,16,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
150,32,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
151,64,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
152,128,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
153,256,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
154,512,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
155,1024,0.0,532,0.14529519999632612,"[34, 0, 13, 4, 38, 5, 39, 14, 1, 33, 8, 13, 10, 32, 12, 15, 16, 37, 28, 36, 39, 20, 27, 20, 15, 6, 7, 26, 21, 17, 2, 31, 3, 19, 26, 9, 29, 22, 38, 5]",30,0.2,1024,4
156,0,17.0,30,0.006915499980095774,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",30,0.5,1024,4
157,1,8.0,62,0.01785190001828596,"[7, 38, 15, 0, 23, 33, 15, 27, 3, 36, 16, 8, 13, 20, 16, 7, 21, 39, 22, 35, 3, 1, 34, 23, 1, 31, 28, 12, 0, 37, 32, 25, 39, 7, 32, 3, 30, 10, 29, 29]",30,0.5,1024,4
158,2,8.0,93,0.02913579996675253,"[7, 38, 15, 0, 23, 33, 15, 27, 3, 36, 16, 8, 13, 20, 16, 7, 21, 39, 22, 35, 3, 1, 34, 23, 1, 31, 28, 12, 0, 37, 32, 25, 39, 7, 32, 3, 30, 10, 29, 29]",30,0.5,1024,4
159,4,7.0,156,0.050327799981459975,"[24, 14, 15, 13, 38, 30, 18, 35, 36, 11, 3, 10, 14, 1, 7, 33, 22, 19, 30, 28, 8, 22, 6, 1, 38, 32, 28, 29, 0, 0, 21, 39, 16, 39, 5, 9, 21, 39, 3, 37]",30,0.5,1024,4
160,8,6.0,281,0.08681509998859838,"[8, 9, 15, 22, 4, 30, 7, 38, 36, 11, 21, 10, 14, 34, 9, 2, 29, 39, 25, 31, 18, 22, 6, 13, 38, 0, 27, 11, 7, 37, 21, 39, 18, 7, 5, 9, 16, 2, 3, 25]",30,0.5,1024,4
161,16,1.0,533,0.15303899999707937,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 29, 38, 10, 21, 34, 12, 2, 17, 13, 25, 10, 3, 28, 6, 37, 16, 7, 27, 29, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
162,32,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
163,64,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
164,128,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
165,256,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
166,512,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
167,1024,0.0,720,0.20525790000101551,"[24, 4, 15, 22, 23, 13, 33, 34, 36, 32, 38, 10, 21, 34, 12, 2, 30, 13, 10, 10, 3, 28, 6, 37, 16, 7, 27, 20, 18, 17, 20, 11, 18, 7, 27, 31, 16, 39, 18, 37]",30,0.5,1024,4
168,0,17.0,30,0.007057499955408275,"[5, 1, 23, 8, 9, 39, 30, 36, 38, 3, 0, 21, 21, 9, 38, 38, 2, 30, 8, 2, 23, 32, 33, 32, 28, 3, 15, 34, 31, 17, 17, 25, 9, 12, 23, 30, 22, 3, 11, 23]",30,0.75,1024,4
169,1,9.0,62,0.018633399973623455,"[34, 30, 8, 21, 38, 29, 7, 9, 9, 19, 21, 26, 10, 31, 7, 18, 33, 21, 28, 28, 1, 10, 23, 20, 15, 12, 9, 16, 22, 1, 2, 9, 31, 19, 5, 23, 35, 36, 3, 6]",30,0.75,1024,4
170,2,7.0,94,0.02996399998664856,"[1, 1, 9, 23, 29, 25, 14, 19, 31, 27, 5, 15, 8, 2, 7, 29, 30, 3, 3, 27, 16, 18, 35, 10, 38, 9, 32, 5, 29, 33, 15, 33, 30, 13, 16, 15, 34, 32, 26, 35]",30,0.75,1024,4
171,4,7.0,156,0.053532799996901304,"[1, 1, 9, 23, 29, 25, 14, 19, 31, 27, 5, 15, 8, 2, 7, 29, 30, 3, 3, 27, 16, 18, 35, 10, 38, 9, 32, 5, 29, 33, 15, 33, 30, 13, 16, 15, 34, 32, 26, 35]",30,0.75,1024,4
172,8,4.0,282,0.09735850000288337,"[19, 1, 9, 8, 29, 21, 39, 19, 31, 12, 17, 11, 10, 20, 7, 18, 22, 13, 3, 28, 36, 10, 35, 5, 14, 4, 32, 16, 1, 33, 7, 24, 30, 13, 16, 6, 34, 25, 4, 35]",30,0.75,1024,4
173,16,2.0,532,0.16041539999423549,"[11, 1, 16, 8, 29, 15, 18, 19, 24, 12, 21, 7, 23, 2, 7, 1, 30, 21, 3, 19, 36, 18, 25, 5, 38, 9, 32, 26, 0, 33, 10, 31, 20, 13, 16, 6, 34, 32, 0, 35]",30,0.75,1024,4
174,32,0.0,596,0.1801471999497153,"[11, 1, 9, 8, 29, 15, 14, 19, 24, 27, 21, 7, 23, 2, 7, 4, 30, 37, 3, 36, 36, 18, 25, 18, 38, 39, 32, 5, 0, 17, 10, 31, 30, 13, 16, 6, 34, 32, 0, 35]",30,0.75,1024,4
