,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,seed
223,64,0.0,1229,0.32231259997934103,"[2, 14, 18, 38, 30, 15, 1, 5, 28, 5, 34, 23, 7, 25, 28, 10, 34, 19, 22, 37, 4, 12, 8, 6, 20, 17, 35, 36, 25, 18, 9, 39, 32, 11, 14, 20, 33, 26, 21, 0]",50,0.5,1024,2
224,128,0.0,1229,0.32231259997934103,"[2, 14, 18, 38, 30, 15, 1, 5, 28, 5, 34, 23, 7, 25, 28, 10, 34, 19, 22, 37, 4, 12, 8, 6, 20, 17, 35, 36, 25, 18, 9, 39, 32, 11, 14, 20, 33, 26, 21, 0]",50,0.5,1024,2
225,256,0.0,1229,0.32231259997934103,"[2, 14, 18, 38, 30, 15, 1, 5, 28, 5, 34, 23, 7, 25, 28, 10, 34, 19, 22, 37, 4, 12, 8, 6, 20, 17, 35, 36, 25, 18, 9, 39, 32, 11, 14, 20, 33, 26, 21, 0]",50,0.5,1024,2
226,512,0.0,1229,0.32231259997934103,"[2, 14, 18, 38, 30, 15, 1, 5, 28, 5, 34, 23, 7, 25, 28, 10, 34, 19, 22, 37, 4, 12, 8, 6, 20, 17, 35, 36, 25, 18, 9, 39, 32, 11, 14, 20, 33, 26, 21, 0]",50,0.5,1024,2
227,1024,0.0,1229,0.32231259997934103,"[2, 14, 18, 38, 30, 15, 1, 5, 28, 5, 34, 23, 7, 25, 28, 10, 34, 19, 22, 37, 4, 12, 8, 6, 20, 17, 35, 36, 25, 18, 9, 39, 32, 11, 14, 20, 33, 26, 21, 0]",50,0.5,1024,2
228,0,14.0,50,0.011782899964600801,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",50,0.75,1024,2
229,1,5.0,102,0.02888839994557202,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",50,0.75,1024,2
230,2,5.0,153,0.046081599954050034,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",50,0.75,1024,2
231,4,4.0,256,0.07499039999675006,"[35, 27, 22, 36, 6, 6, 28, 10, 16, 34, 19, 15, 11, 21, 30, 23, 17, 20, 26, 14, 10, 12, 33, 25, 39, 32, 38, 0, 13, 9, 2, 39, 8, 34, 27, 29, 24, 9, 18, 25]",50,0.75,1024,2
232,8,4.0,460,0.129647699999623,"[35, 27, 22, 36, 6, 6, 28, 10, 16, 34, 19, 15, 11, 21, 30, 23, 17, 20, 26, 14, 10, 12, 33, 25, 39, 32, 38, 0, 13, 9, 2, 39, 8, 34, 27, 29, 24, 9, 18, 25]",50,0.75,1024,2
233,16,2.0,870,0.2323718999978155,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 25, 34, 16, 6, 35, 31, 31, 34, 32, 27, 30, 1, 36, 17, 39, 30, 26, 4, 2, 11, 7, 14, 7, 22, 11, 37, 22, 19, 5, 18, 0]",50,0.75,1024,2
234,32,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
235,64,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
236,128,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
237,256,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
238,512,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
239,1024,0.0,1280,0.3326632999815047,"[25, 13, 33, 29, 16, 33, 35, 3, 28, 3, 34, 23, 36, 35, 10, 31, 34, 32, 27, 30, 21, 36, 17, 39, 30, 26, 37, 10, 13, 7, 14, 7, 22, 11, 37, 24, 19, 5, 18, 0]",50,0.75,1024,2
240,0,14.0,70,0.015531099983491004,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",70,0.05,1024,2
241,1,5.0,142,0.036744699988048524,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.05,1024,2
242,2,5.0,213,0.057042300002649426,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.05,1024,2
243,4,4.0,356,0.09402379998937249,"[25, 37, 15, 23, 34, 18, 31, 10, 28, 1, 6, 28, 6, 25, 30, 15, 13, 7, 23, 9, 17, 19, 8, 19, 12, 11, 6, 36, 7, 3, 5, 24, 27, 11, 37, 15, 20, 29, 16, 0]",70,0.05,1024,2
244,8,4.0,640,0.1655445999931544,"[25, 37, 15, 23, 34, 18, 31, 10, 28, 1, 6, 28, 6, 25, 30, 15, 13, 7, 23, 9, 17, 19, 8, 19, 12, 11, 6, 36, 7, 3, 5, 24, 27, 11, 37, 15, 20, 29, 16, 0]",70,0.05,1024,2
245,16,3.0,1209,0.3082253999891691,"[25, 39, 37, 23, 14, 10, 28, 6, 19, 20, 27, 16, 6, 35, 24, 36, 16, 1, 9, 39, 34, 2, 12, 5, 18, 2, 14, 10, 7, 3, 26, 3, 22, 0, 37, 29, 20, 8, 22, 20]",70,0.05,1024,2
246,32,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
247,64,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
248,128,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
249,256,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
250,512,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
251,1024,0.0,1780,0.44732129998737946,"[25, 39, 18, 38, 34, 10, 13, 6, 28, 5, 27, 36, 6, 35, 35, 36, 16, 23, 9, 39, 13, 14, 4, 19, 12, 11, 1, 10, 7, 3, 26, 24, 22, 0, 33, 15, 33, 8, 18, 11]",70,0.05,1024,2
252,0,14.0,70,0.01561010000295937,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",70,0.1,1024,2
253,1,5.0,142,0.03772899997420609,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.1,1024,2
254,2,5.0,213,0.06679200002690777,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.1,1024,2
255,4,5.0,355,0.10578949999762699,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.1,1024,2
256,8,5.0,639,0.17539180000312626,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.1,1024,2
257,16,2.0,1210,0.31394610001007095,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 2, 13, 9, 25, 28, 38, 23, 30, 16, 18, 1, 31, 3, 3, 19, 2, 6, 33, 27, 32, 8, 27, 34, 35, 28, 28, 24, 21, 22, 6]",70,0.1,1024,2
258,32,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
259,64,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
260,128,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
261,256,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
262,512,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
263,1024,0.0,1851,0.4833726999931969,"[4, 12, 37, 17, 15, 30, 13, 26, 39, 20, 38, 13, 9, 25, 29, 38, 23, 30, 22, 18, 1, 28, 3, 3, 19, 2, 14, 33, 27, 32, 8, 27, 34, 35, 19, 28, 24, 21, 25, 0]",70,0.1,1024,2
264,0,14.0,70,0.017517600033897907,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",70,0.2,1024,2
265,1,5.0,142,0.03959260002011433,"[8, 28, 15, 4, 31, 18, 2, 14, 17, 5, 2, 23, 6, 25, 35, 29, 34, 0, 22, 19, 10, 23, 4, 26, 12, 17, 37, 36, 29, 14, 27, 24, 20, 11, 14, 3, 12, 26, 16, 0]",70,0.2,1024,2
266,2,4.0,214,0.06375500001013279,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 32, 11, 34, 19, 25, 10, 1, 23, 4, 35, 12, 17, 37, 36, 11, 14, 2, 17, 0, 30, 14, 24, 39, 26, 16, 0]",70,0.2,1024,2
267,4,4.0,356,0.10466820001602173,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 32, 11, 34, 19, 25, 10, 1, 23, 4, 35, 12, 17, 37, 36, 11, 14, 2, 17, 0, 30, 14, 24, 39, 26, 16, 0]",70,0.2,1024,2
268,8,3.0,641,0.178453000029549,"[8, 28, 15, 38, 34, 18, 13, 5, 39, 1, 22, 23, 6, 25, 32, 11, 34, 19, 7, 10, 1, 23, 27, 35, 12, 17, 37, 30, 11, 14, 2, 17, 10, 11, 33, 24, 39, 26, 16, 0]",70,0.2,1024,2
269,16,1.0,1211,0.31940450001275167,"[8, 28, 15, 38, 22, 18, 13, 12, 39, 5, 37, 23, 6, 25, 6, 29, 35, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 36, 18, 20, 2, 24, 0, 30, 33, 24, 21, 26, 16, 7]",70,0.2,1024,2
270,32,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
271,64,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
272,128,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
273,256,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
274,512,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
275,1024,0.0,1496,0.3920126000302844,"[8, 28, 15, 38, 22, 17, 30, 5, 28, 5, 37, 23, 6, 25, 6, 11, 34, 19, 1, 10, 1, 23, 27, 3, 12, 23, 37, 0, 18, 20, 2, 24, 10, 11, 33, 31, 21, 26, 18, 7]",70,0.2,1024,2
276,0,14.0,70,0.015720600029453635,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",70,0.5,1024,2
277,1,5.0,142,0.03706930001499131,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.5,1024,2
278,2,5.0,213,0.05885949998628348,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.5,1024,2
279,4,5.0,355,0.0970081000123173,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.5,1024,2
280,8,2.0,641,0.172055899980478,"[23, 28, 1, 38, 34, 18, 2, 5, 28, 5, 15, 25, 6, 30, 35, 15, 30, 19, 22, 36, 13, 23, 4, 0, 14, 19, 37, 36, 25, 1, 7, 29, 27, 22, 14, 24, 39, 26, 33, 0]",70,0.5,1024,2
281,16,1.0,1210,0.31290820002323017,"[8, 10, 21, 17, 12, 28, 29, 38, 28, 5, 25, 23, 27, 25, 14, 25, 15, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 31, 14, 16, 24, 34, 11, 14, 7, 33, 3, 22, 0]",70,0.5,1024,2
282,32,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
283,64,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
284,128,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
285,256,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
286,512,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
287,1024,0.0,1424,0.369379099982325,"[8, 10, 21, 17, 23, 30, 2, 24, 28, 5, 37, 23, 6, 25, 14, 25, 34, 31, 14, 18, 1, 15, 0, 0, 9, 35, 32, 36, 11, 9, 16, 21, 34, 11, 14, 7, 33, 19, 22, 0]",70,0.5,1024,2
288,0,14.0,70,0.015543800021987408,"[15, 8, 22, 18, 11, 7, 34, 31, 11, 21, 31, 26, 20, 37, 39, 3, 38, 4, 39, 38, 33, 3, 5, 24, 4, 6, 31, 19, 31, 2, 16, 12, 4, 26, 15, 39, 8, 15, 8, 17]",70,0.75,1024,2
289,1,5.0,142,0.0379393000039272,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.75,1024,2
290,2,5.0,213,0.0590630000224337,"[8, 28, 15, 38, 34, 18, 2, 5, 28, 5, 15, 23, 6, 25, 35, 15, 34, 19, 22, 19, 13, 23, 4, 35, 12, 17, 37, 36, 25, 14, 2, 24, 27, 11, 14, 24, 39, 26, 16, 0]",70,0.75,1024,2
291,4,3.0,356,0.09712609997950494,"[21, 36, 22, 35, 6, 15, 28, 10, 16, 26, 13, 13, 2, 22, 6, 33, 31, 34, 26, 17, 4, 12, 36, 9, 18, 12, 37, 25, 11, 6, 8, 8, 19, 5, 11, 38, 24, 11, 22, 1]",70,0.75,1024,2
292,8,3.0,640,0.1726687999907881,"[21, 36, 22, 35, 6, 15, 28, 10, 16, 26, 13, 13, 2, 22, 6, 33, 31, 34, 26, 17, 4, 12, 36, 9, 18, 12, 37, 25, 11, 6, 8, 8, 19, 5, 11, 38, 24, 11, 22, 1]",70,0.75,1024,2
293,16,1.0,1209,0.3123071999871172,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 6, 18, 31, 10, 4, 35, 17, 12, 14, 5, 18, 12, 27, 25, 2, 37, 8, 23, 3, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
294,32,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
295,64,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
296,128,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
297,256,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
298,512,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
299,1024,0.0,1423,0.36987689998932183,"[14, 36, 2, 24, 6, 15, 22, 34, 19, 39, 37, 11, 27, 38, 9, 18, 31, 10, 0, 35, 17, 12, 4, 5, 20, 12, 27, 25, 2, 37, 8, 23, 33, 22, 11, 30, 13, 26, 3, 29]",70,0.75,1024,2
0,0,12.0,5,0.0026237000129185617,"[24, 3, 8, 0, 21, 19, 10, 10, 21, 38, 32, 20, 29, 39, 14, 26, 17, 26, 22, 2, 2, 1, 26, 5, 33, 29, 24, 7, 33, 15, 37, 20, 30, 21, 14, 28, 0, 0, 18, 37]",5,0.05,1024,3
1,1,9.0,12,0.006253200001083314,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
2,2,9.0,18,0.00874590000603348,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
3,4,9.0,30,0.01315070001874119,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
4,8,9.0,54,0.01981800002977252,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
5,16,9.0,102,0.03293300000950694,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
6,32,9.0,198,0.056916600035037845,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.05,1024,3
7,64,7.0,392,0.10390460002236068,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 23, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 3, 9, 32, 13, 33]",5,0.05,1024,3
8,128,5.0,778,0.19706130004487932,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 23, 17, 22, 28, 7, 33, 32, 28, 25, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 37, 31, 3, 9, 32, 13, 33]",5,0.05,1024,3
9,256,1.0,1550,0.39909200003603473,"[4, 19, 16, 34, 39, 0, 35, 1, 18, 2, 15, 35, 23, 17, 22, 28, 7, 29, 32, 28, 25, 27, 8, 20, 22, 24, 14, 12, 19, 36, 9, 26, 5, 35, 31, 3, 9, 32, 13, 33]",5,0.05,1024,3
10,512,0.0,1569,0.4061560000409372,"[4, 19, 16, 34, 39, 0, 35, 1, 18, 2, 15, 35, 23, 17, 22, 28, 7, 29, 27, 28, 25, 27, 8, 20, 22, 24, 14, 12, 19, 36, 9, 26, 5, 35, 31, 3, 9, 32, 13, 33]",5,0.05,1024,3
11,1024,0.0,1569,0.4061560000409372,"[4, 19, 16, 34, 39, 0, 35, 1, 18, 2, 15, 35, 23, 17, 22, 28, 7, 29, 27, 28, 25, 27, 8, 20, 22, 24, 14, 12, 19, 36, 9, 26, 5, 35, 31, 3, 9, 32, 13, 33]",5,0.05,1024,3
12,0,12.0,5,0.0015710999723523855,"[24, 3, 8, 0, 21, 19, 10, 10, 21, 38, 32, 20, 29, 39, 14, 26, 17, 26, 22, 2, 2, 1, 26, 5, 33, 29, 24, 7, 33, 15, 37, 20, 30, 21, 14, 28, 0, 0, 18, 37]",5,0.1,1024,3
13,1,9.0,12,0.004505799966864288,"[4, 19, 16, 34, 39, 1, 35, 1, 18, 2, 23, 35, 20, 17, 22, 28, 7, 33, 32, 28, 16, 27, 8, 20, 8, 24, 14, 12, 19, 36, 9, 26, 5, 20, 31, 17, 9, 32, 13, 7]",5,0.1,1024,3
