,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters,seed,problem_size
160,8,39.0,283,0.07148450007662177,"[12, 12, 12, 0, 12, 1, 12, 9, 12, 9, 12, 12, 5, 9, 12]",30,0.5,1024,4,15
161,16,57.0,535,0.09688010008540004,"[12, 12, 12, 12, 12, 1, 12, 9, 12, 9, 12, 12, 12, 9, 12]",30,0.5,1024,4,15
162,32,66.0,1032,0.14548150007613003,"[12, 12, 12, 12, 12, 6, 12, 9, 12, 12, 12, 12, 12, 9, 12]",30,0.5,1024,4,15
163,64,103.0,2028,0.24404130002949387,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",30,0.5,1024,4,15
164,128,103.0,4012,0.41097090009134263,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",30,0.5,1024,4,15
165,256,103.0,7856,0.7131403000093997,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",30,0.5,1024,4,15
166,512,103.0,7856,0.7131403000093997,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",30,0.5,1024,4,15
167,1024,103.0,7856,0.7131403000093997,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",30,0.5,1024,4,15
168,0,6.0,30,0.0015418999828398228,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",30,0.75,1024,4,15
169,1,15.0,62,0.013640299905091524,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",30,0.75,1024,4,15
170,2,15.0,93,0.02599479991476983,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",30,0.75,1024,4,15
171,4,15.0,155,0.03923129988834262,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",30,0.75,1024,4,15
172,8,22.0,282,0.05639909999445081,"[13, 12, 3, 0, 12, 6, 12, 6, 12, 0, 0, 0, 12, 0, 3]",30,0.75,1024,4,15
173,16,26.0,532,0.08220789988990873,"[0, 6, 3, 0, 5, 6, 12, 0, 12, 0, 0, 0, 12, 0, 3]",30,0.75,1024,4,15
174,32,54.0,1035,0.1262704998953268,"[0, 12, 0, 0, 0, 5, 12, 0, 4, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
175,64,89.0,2033,0.2169174998998642,"[0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
176,128,103.0,4019,0.3667418999830261,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
177,256,103.0,7987,0.6560787999769673,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
178,512,103.0,8452,0.698335999972187,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
179,1024,103.0,8452,0.698335999972187,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",30,0.75,1024,4,15
180,0,6.0,50,0.0027745000552386045,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",50,0.05,1024,4,15
181,1,15.0,102,0.01711849996354431,"[13, 0, 1, 1, 13, 1, 3, 1, 3, 10, 13, 13, 3, 8, 4]",50,0.05,1024,4,15
182,2,20.0,154,0.030122200027108192,"[7, 12, 7, 10, 2, 13, 7, 10, 10, 10, 9, 10, 7, 3, 7]",50,0.05,1024,4,15
183,4,20.0,256,0.05101559998001903,"[7, 12, 7, 10, 2, 13, 7, 10, 10, 10, 9, 10, 7, 3, 7]",50,0.05,1024,4,15
184,8,22.0,461,0.07401570002548397,"[7, 9, 14, 9, 9, 9, 6, 5, 9, 10, 10, 9, 4, 3, 9]",50,0.05,1024,4,15
185,16,34.0,871,0.11672629998065531,"[2, 9, 10, 9, 9, 9, 6, 10, 9, 10, 9, 9, 4, 9, 10]",50,0.05,1024,4,15
186,32,42.0,1691,0.18175119999796152,"[7, 9, 7, 9, 9, 9, 7, 10, 9, 10, 9, 9, 7, 9, 9]",50,0.05,1024,4,15
187,64,50.0,3325,0.32364329998381436,"[7, 9, 9, 9, 9, 9, 7, 10, 9, 7, 9, 9, 7, 9, 9]",50,0.05,1024,4,15
188,128,68.0,6591,0.554924700059928,"[7, 9, 9, 9, 9, 9, 7, 9, 9, 9, 9, 9, 7, 9, 9]",50,0.05,1024,4,15
189,256,90.0,13121,1.0532568000489846,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 9]",50,0.05,1024,4,15
190,512,103.0,25005,1.9139432000229135,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.05,1024,4,15
191,1024,103.0,25005,1.9139432000229135,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.05,1024,4,15
192,0,6.0,50,0.0024133999831974506,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",50,0.1,1024,4,15
193,1,15.0,102,0.016497400007210672,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.1,1024,4,15
194,2,18.0,154,0.03157440002541989,"[5, 12, 10, 12, 12, 1, 12, 10, 14, 10, 12, 8, 12, 1, 9]",50,0.1,1024,4,15
195,4,18.0,256,0.04759670002385974,"[5, 12, 10, 12, 12, 1, 12, 10, 14, 10, 12, 8, 12, 1, 9]",50,0.1,1024,4,15
196,8,18.0,460,0.07075289997737855,"[5, 12, 10, 12, 12, 1, 12, 10, 14, 10, 12, 8, 12, 1, 9]",50,0.1,1024,4,15
197,16,22.0,871,0.11012329999357462,"[13, 12, 1, 12, 12, 1, 12, 1, 9, 10, 12, 13, 12, 1, 9]",50,0.1,1024,4,15
198,32,30.0,1692,0.18624010006897151,"[13, 12, 1, 12, 12, 12, 12, 10, 9, 12, 12, 13, 12, 10, 9]",50,0.1,1024,4,15
199,64,48.0,3330,0.3156478999881074,"[13, 12, 12, 12, 12, 12, 12, 12, 9, 12, 12, 13, 12, 13, 9]",50,0.1,1024,4,15
200,128,66.0,6596,0.5659218999790028,"[12, 12, 12, 12, 12, 12, 12, 12, 9, 12, 12, 13, 12, 13, 12]",50,0.1,1024,4,15
201,256,103.0,13127,1.052324500051327,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.1,1024,4,15
202,512,103.0,23021,1.7839753000298515,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.1,1024,4,15
203,1024,103.0,23021,1.7839753000298515,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.1,1024,4,15
204,0,6.0,50,0.002396700088866055,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",50,0.2,1024,4,15
205,1,15.0,102,0.017737400019541383,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.2,1024,4,15
206,2,15.0,153,0.03772450005635619,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.2,1024,4,15
207,4,19.0,257,0.055426300037652254,"[1, 0, 0, 12, 3, 12, 12, 12, 12, 10, 9, 0, 12, 11, 1]",50,0.2,1024,4,15
208,8,37.0,463,0.08231940004043281,"[1, 1, 0, 12, 11, 12, 12, 12, 12, 12, 12, 0, 12, 12, 5]",50,0.2,1024,4,15
209,16,77.0,877,0.1220728000625968,"[1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 9]",50,0.2,1024,4,15
210,32,78.0,1694,0.21299880009610206,"[1, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1]",50,0.2,1024,4,15
211,64,90.0,3327,0.34135020000394434,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 1]",50,0.2,1024,4,15
212,128,103.0,6592,0.5797601999947801,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.2,1024,4,15
213,256,103.0,13120,1.0488147001015022,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.2,1024,4,15
214,512,103.0,13783,1.105300100054592,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.2,1024,4,15
215,1024,103.0,13783,1.105300100054592,"[12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]",50,0.2,1024,4,15
216,0,6.0,50,0.0024035999085754156,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",50,0.5,1024,4,15
217,1,15.0,102,0.017215400002896786,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.5,1024,4,15
218,2,15.0,153,0.03346649999730289,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.5,1024,4,15
219,4,17.0,256,0.05419289995916188,"[7, 7, 7, 13, 11, 6, 7, 10, 13, 10, 10, 10, 2, 12, 7]",50,0.5,1024,4,15
220,8,25.0,462,0.08391069993376732,"[5, 9, 7, 9, 11, 1, 1, 1, 9, 9, 10, 9, 9, 11, 9]",50,0.5,1024,4,15
221,16,35.0,873,0.12755289999768138,"[10, 7, 10, 9, 7, 10, 10, 5, 9, 10, 10, 10, 9, 10, 9]",50,0.5,1024,4,15
222,32,55.0,1693,0.1973395999521017,"[10, 9, 9, 9, 9, 9, 10, 10, 9, 9, 10, 9, 9, 10, 9]",50,0.5,1024,4,15
223,64,90.0,3329,0.32369250000920147,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 4, 9]",50,0.5,1024,4,15
224,128,103.0,6594,0.5681104999966919,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.5,1024,4,15
225,256,103.0,13122,1.0634813999058679,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.5,1024,4,15
226,512,103.0,14703,1.1795351000037044,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.5,1024,4,15
227,1024,103.0,14703,1.1795351000037044,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.5,1024,4,15
228,0,6.0,50,0.003400399931706488,"[10, 14, 7, 5, 1, 8, 7, 8, 2, 9, 10, 12, 7, 13, 14]",50,0.75,1024,4,15
229,1,15.0,102,0.019854299956932664,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.75,1024,4,15
230,2,15.0,153,0.03467099997214973,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.75,1024,4,15
231,4,15.0,255,0.05280149995815009,"[5, 12, 10, 9, 12, 1, 12, 1, 9, 10, 10, 8, 12, 1, 9]",50,0.75,1024,4,15
232,8,17.0,460,0.07828909996896982,"[9, 12, 13, 9, 10, 1, 14, 1, 9, 14, 0, 9, 12, 9, 9]",50,0.75,1024,4,15
233,16,30.0,872,0.12155279994476587,"[9, 6, 0, 9, 12, 10, 12, 1, 9, 9, 9, 9, 12, 9, 9]",50,0.75,1024,4,15
234,32,57.0,1694,0.19215729995630682,"[9, 12, 9, 9, 1, 9, 12, 9, 9, 9, 9, 9, 12, 9, 9]",50,0.75,1024,4,15
235,64,89.0,3331,0.3174859000137076,"[9, 9, 9, 9, 9, 9, 14, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.75,1024,4,15
236,128,103.0,6596,0.5804542999248952,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.75,1024,4,15
237,256,103.0,13124,1.0568787000374869,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.75,1024,4,15
238,512,103.0,13685,1.1080675999401137,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.75,1024,4,15
239,1024,103.0,13685,1.1080675999401137,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",50,0.75,1024,4,15
0,0,7.0,5,0.00036509998608380556,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",5,0.05,1024,5,15
1,1,11.0,12,0.001500600017607212,"[11, 14, 11, 13, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.05,1024,5,15
2,2,14.0,19,0.002957899938337505,"[11, 14, 11, 9, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.05,1024,5,15
3,4,15.0,32,0.004505899967625737,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.05,1024,5,15
4,8,15.0,56,0.00715309998486191,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.05,1024,5,15
5,16,15.0,104,0.010881699970923364,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.05,1024,5,15
6,32,15.0,200,0.01716739998664707,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.05,1024,5,15
7,64,15.0,392,0.03265559999272227,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.05,1024,5,15
8,128,20.0,778,0.06682249996811152,"[6, 14, 7, 14, 10, 9, 9, 14, 6, 14, 14, 0, 9, 7, 14]",5,0.05,1024,5,15
9,256,33.0,1550,0.12836690002586693,"[6, 14, 6, 14, 10, 14, 9, 14, 6, 14, 14, 6, 14, 7, 14]",5,0.05,1024,5,15
10,512,33.0,2588,0.2131763999350369,"[6, 14, 6, 14, 10, 14, 9, 14, 6, 14, 14, 6, 14, 7, 14]",5,0.05,1024,5,15
11,1024,33.0,2588,0.2131763999350369,"[6, 14, 6, 14, 10, 14, 9, 14, 6, 14, 14, 6, 14, 7, 14]",5,0.05,1024,5,15
12,0,7.0,5,0.00034609995782375336,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",5,0.1,1024,5,15
13,1,11.0,12,0.002435099915601313,"[11, 14, 11, 13, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.1,1024,5,15
14,2,14.0,19,0.004058199934661388,"[11, 14, 11, 9, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.1,1024,5,15
15,4,15.0,32,0.006730899913236499,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.1,1024,5,15
16,8,15.0,56,0.009539299993775785,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.1,1024,5,15
17,16,15.0,104,0.013717499910853803,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.1,1024,5,15
18,32,15.0,200,0.020587999955751002,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.1,1024,5,15
19,64,20.0,394,0.03435059997718781,"[7, 14, 7, 14, 10, 9, 9, 14, 9, 14, 14, 8, 9, 7, 10]",5,0.1,1024,5,15
20,128,25.0,780,0.06275489996187389,"[7, 14, 7, 14, 10, 9, 9, 14, 9, 14, 14, 10, 9, 7, 14]",5,0.1,1024,5,15
21,256,27.0,1549,0.12856369989458472,"[7, 14, 9, 14, 10, 9, 9, 14, 9, 14, 14, 10, 9, 7, 14]",5,0.1,1024,5,15
22,512,47.0,3091,0.26043449994176626,"[7, 14, 9, 14, 10, 14, 14, 14, 14, 14, 14, 10, 10, 14, 14]",5,0.1,1024,5,15
23,1024,47.0,3847,0.3378580999560654,"[7, 14, 9, 14, 10, 14, 14, 14, 14, 14, 14, 10, 10, 14, 14]",5,0.1,1024,5,15
24,0,7.0,5,0.000345999957062304,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",5,0.2,1024,5,15
25,1,11.0,12,0.0037625000113621354,"[11, 14, 11, 13, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.2,1024,5,15
26,2,14.0,19,0.006036399980075657,"[11, 14, 11, 9, 10, 9, 9, 14, 1, 14, 14, 0, 9, 6, 10]",5,0.2,1024,5,15
27,4,15.0,32,0.008621799992397428,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.2,1024,5,15
28,8,15.0,56,0.012231100001372397,"[11, 14, 7, 14, 10, 9, 9, 14, 1, 14, 14, 0, 9, 7, 10]",5,0.2,1024,5,15
29,16,20.0,105,0.01722979999613017,"[11, 14, 11, 14, 10, 9, 9, 14, 8, 14, 14, 14, 9, 7, 10]",5,0.2,1024,5,15
30,32,23.0,202,0.026908500003628433,"[11, 14, 11, 14, 10, 9, 9, 14, 8, 14, 14, 14, 9, 9, 10]",5,0.2,1024,5,15
31,64,23.0,394,0.04866380000021309,"[11, 14, 11, 14, 10, 9, 9, 14, 8, 14, 14, 14, 9, 9, 10]",5,0.2,1024,5,15
32,128,34.0,780,0.0789124999428168,"[11, 14, 14, 14, 10, 9, 9, 14, 8, 14, 14, 14, 9, 9, 14]",5,0.2,1024,5,15
33,256,66.0,1554,0.13748409994877875,"[7, 14, 14, 14, 14, 14, 14, 14, 10, 14, 14, 14, 14, 10, 14]",5,0.2,1024,5,15
34,512,66.0,2616,0.23441409994848073,"[7, 14, 14, 14, 14, 14, 14, 14, 10, 14, 14, 14, 14, 10, 14]",5,0.2,1024,5,15
35,1024,66.0,2616,0.23441409994848073,"[7, 14, 14, 14, 14, 14, 14, 14, 10, 14, 14, 14, 14, 10, 14]",5,0.2,1024,5,15
36,0,7.0,5,0.00036940001882612705,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",5,0.5,1024,5,15
37,1,11.0,12,0.0031741999555379152,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",5,0.5,1024,5,15
38,2,11.0,18,0.005717099993489683,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",5,0.5,1024,5,15
39,4,12.0,31,0.008914200006984174,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 5, 0, 14, 5, 10]",5,0.5,1024,5,15
40,8,15.0,57,0.012894399929791689,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 9, 5, 0, 14, 5, 10]",5,0.5,1024,5,15
41,16,16.0,106,0.018765199929475784,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 1, 5, 1, 14, 1, 10]",5,0.5,1024,5,15
42,32,26.0,207,0.02799650002270937,"[9, 14, 9, 9, 5, 9, 9, 14, 1, 9, 5, 1, 9, 1, 10]",5,0.5,1024,5,15
43,64,27.0,400,0.04361369996331632,"[9, 14, 9, 9, 5, 9, 9, 14, 1, 9, 14, 1, 9, 1, 10]",5,0.5,1024,5,15
44,128,34.0,787,0.07100070000160486,"[9, 14, 9, 9, 14, 9, 9, 14, 14, 9, 9, 1, 9, 10, 1]",5,0.5,1024,5,15
45,256,78.0,1561,0.13925040001049638,"[9, 14, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 9]",5,0.5,1024,5,15
46,512,103.0,3099,0.2695664999773726,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",5,0.5,1024,5,15
47,1024,103.0,3615,0.3198896999238059,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",5,0.5,1024,5,15
48,0,7.0,5,0.0004355000564828515,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",5,0.75,1024,5,15
49,1,11.0,12,0.004213500069454312,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",5,0.75,1024,5,15
50,2,11.0,18,0.007522800005972385,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",5,0.75,1024,5,15
51,4,12.0,31,0.01176689995918423,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 5, 0, 14, 5, 10]",5,0.75,1024,5,15
52,8,12.0,55,0.01666660001501441,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 5, 0, 14, 5, 10]",5,0.75,1024,5,15
53,16,14.0,104,0.022624399978667498,"[2, 14, 9, 9, 14, 9, 9, 14, 1, 2, 1, 0, 14, 8, 10]",5,0.75,1024,5,15
54,32,24.0,204,0.03245309996418655,"[14, 14, 9, 9, 14, 9, 9, 14, 1, 2, 10, 10, 14, 14, 10]",5,0.75,1024,5,15
55,64,27.0,398,0.057775699999183416,"[14, 14, 9, 10, 14, 9, 10, 14, 11, 2, 14, 10, 14, 14, 10]",5,0.75,1024,5,15
56,128,40.0,785,0.09090229996945709,"[14, 14, 14, 10, 14, 10, 10, 14, 6, 2, 14, 10, 14, 14, 14]",5,0.75,1024,5,15
57,256,65.0,1558,0.14997839997522533,"[14, 14, 14, 14, 14, 6, 14, 14, 14, 11, 14, 11, 14, 14, 14]",5,0.75,1024,5,15
58,512,103.0,3097,0.28258009999990463,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",5,0.75,1024,5,15
59,1024,103.0,3745,0.3456018000142649,"[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",5,0.75,1024,5,15
60,0,7.0,10,0.0006013999227434397,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",10,0.05,1024,5,15
61,1,11.0,22,0.0046573999570682645,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.05,1024,5,15
62,2,11.0,33,0.00993119995109737,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.05,1024,5,15
63,4,11.0,55,0.015247399918735027,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.05,1024,5,15
64,8,18.0,103,0.021430699969641864,"[0, 0, 9, 9, 4, 9, 3, 3, 0, 2, 6, 9, 3, 3, 3]",10,0.05,1024,5,15
65,16,18.0,191,0.03193729999475181,"[0, 0, 9, 9, 4, 9, 3, 3, 0, 2, 6, 9, 3, 3, 3]",10,0.05,1024,5,15
66,32,18.0,367,0.0489843999966979,"[0, 0, 9, 9, 4, 9, 3, 3, 0, 2, 6, 9, 3, 3, 3]",10,0.05,1024,5,15
67,64,18.0,719,0.07826340000610799,"[0, 0, 9, 9, 4, 9, 3, 3, 0, 2, 6, 9, 3, 3, 3]",10,0.05,1024,5,15
68,128,23.0,1425,0.13506709993816912,"[0, 0, 9, 9, 4, 3, 3, 3, 0, 0, 6, 9, 3, 3, 3]",10,0.05,1024,5,15
69,256,44.0,2840,0.24512959993444383,"[13, 9, 9, 9, 9, 3, 3, 3, 3, 3, 3, 9, 3, 3, 3]",10,0.05,1024,5,15
70,512,77.0,5660,0.47882830002345145,"[3, 3, 9, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",10,0.05,1024,5,15
71,1024,77.0,7673,0.6553075999254361,"[3, 3, 9, 3, 9, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",10,0.05,1024,5,15
72,0,7.0,10,0.000647400040179491,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",10,0.1,1024,5,15
73,1,11.0,22,0.005773100070655346,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.1,1024,5,15
74,2,11.0,33,0.010563599993474782,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.1,1024,5,15
75,4,11.0,55,0.01771689997985959,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.1,1024,5,15
76,8,17.0,102,0.028551800060085952,"[0, 0, 9, 9, 5, 9, 9, 3, 4, 2, 3, 9, 3, 3, 2]",10,0.1,1024,5,15
77,16,19.0,191,0.03938299999572337,"[5, 0, 9, 9, 5, 9, 9, 3, 5, 2, 3, 9, 3, 3, 2]",10,0.1,1024,5,15
78,32,26.0,370,0.05915200000163168,"[5, 0, 9, 9, 9, 9, 9, 3, 5, 2, 9, 9, 3, 3, 2]",10,0.1,1024,5,15
79,64,32.0,724,0.09255499998107553,"[5, 0, 9, 9, 9, 9, 9, 3, 2, 2, 9, 9, 3, 3, 9]",10,0.1,1024,5,15
80,128,32.0,1428,0.15736030007246882,"[5, 0, 9, 9, 9, 9, 9, 3, 2, 2, 9, 9, 3, 3, 9]",10,0.1,1024,5,15
81,256,46.0,2838,0.26075360004324466,"[5, 0, 9, 9, 9, 9, 9, 3, 9, 0, 9, 9, 3, 9, 9]",10,0.1,1024,5,15
82,512,89.0,5659,0.4787165999878198,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9]",10,0.1,1024,5,15
83,1024,89.0,7661,0.6879785000346601,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 0, 9, 9, 9, 9, 9]",10,0.1,1024,5,15
84,0,7.0,10,0.0005846000276505947,"[3, 14, 13, 6, 6, 0, 9, 8, 4, 7, 14, 11, 0, 14, 0]",10,0.2,1024,5,15
85,1,11.0,22,0.007032900000922382,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.2,1024,5,15
86,2,11.0,33,0.013417000067420304,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 7, 0, 14, 5, 10]",10,0.2,1024,5,15
87,4,16.0,56,0.019664400024339557,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 6, 9, 14, 3, 2]",10,0.2,1024,5,15
88,8,16.0,100,0.028679899987764657,"[2, 14, 9, 9, 10, 9, 9, 14, 1, 2, 6, 9, 14, 3, 2]",10,0.2,1024,5,15
89,16,21.0,191,0.04164110007695854,"[0, 14, 9, 9, 2, 9, 9, 14, 1, 2, 6, 9, 14, 9, 2]",10,0.2,1024,5,15
90,32,25.0,368,0.060703900060616434,"[0, 14, 9, 9, 2, 9, 9, 14, 1, 2, 6, 9, 9, 9, 2]",10,0.2,1024,5,15
91,64,32.0,722,0.08994580002035946,"[0, 14, 9, 9, 2, 9, 9, 9, 1, 2, 14, 9, 9, 9, 2]",10,0.2,1024,5,15
92,128,42.0,1430,0.1455003999872133,"[3, 3, 9, 9, 2, 9, 9, 9, 2, 2, 9, 9, 9, 9, 2]",10,0.2,1024,5,15
93,256,67.0,2843,0.2630095999920741,"[3, 3, 9, 9, 9, 9, 9, 9, 3, 9, 9, 9, 9, 9, 9]",10,0.2,1024,5,15
94,512,103.0,5662,0.48522740008775145,"[9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9]",10,0.2,1024,5,15
