,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_exp_const,schedule_min_temp,schedule_current_value,Temperature,max_iters,schedule_decay,seed,problem_size
0,0,2.0,0,0.00022109999554231763,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.1,0.005,0.001,0.09999988945006334,0.1,1024,,1,10
1,1,2.0,1,0.0020782999927178025,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.1,0.005,0.001,0.09999896085540279,0.1,1024,,1,10
2,2,2.0,3,0.0065944999805651605,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,0.1,0.005,0.001,0.09999670280436841,0.1,1024,,1,10
3,4,2.0,7,0.008977299963589758,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,0.1,0.005,0.001,0.0999955114507566,0.1,1024,,1,10
4,8,3.0,14,0.011376700014807284,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",exponential,0.1,0.005,0.001,0.09999431181177616,0.1,1024,,1,10
5,16,16.0,29,0.01284250000026077,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999357895615772,0.1,1024,,1,10
6,32,17.0,46,0.014104400004725903,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999294804865942,0.1,1024,,1,10
7,64,17.0,78,0.0159910999936983,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999200476963874,0.1,1024,,1,10
8,128,17.0,142,0.01962699997238815,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999018698152197,0.1,1024,,1,10
9,256,17.0,270,0.03164110000943765,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09998418070137831,0.1,1024,,1,10
10,512,17.0,526,0.06161099998280406,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09996919924441555,0.1,1024,,1,10
11,1024,17.0,543,0.06566389999352396,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09996717343909815,0.1,1024,,1,10
12,0,2.0,0,5.0099974032491446e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.1,,0.001,0.09999994964785615,0.1,1024,0.99,1,10
13,1,2.0,1,0.0012253000168129802,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.1,,0.001,0.09999876853991352,0.1,1024,0.99,1,10
14,2,2.0,3,0.0023642000160180032,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,0.1,,0.001,0.09999762392781048,0.1,1024,0.99,1,10
15,4,2.0,7,0.004204600001685321,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,0.1,,0.001,0.09999577432506951,0.1,1024,0.99,1,10
16,8,3.0,14,0.0062402000185102224,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",geometric,0.1,,0.001,0.09999372858606348,0.1,1024,0.99,1,10
17,16,16.0,29,0.007847099972423166,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",geometric,0.1,,0.001,0.09999211371196416,0.1,1024,0.99,1,10
18,32,17.0,46,0.009738399996422231,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.09999021305988826,0.1,1024,0.99,1,10
19,64,17.0,78,0.011878299992531538,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.0999880626221323,0.1,1024,0.99,1,10
20,128,17.0,142,0.015432599990162998,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.09998449092148257,0.1,1024,0.99,1,10
21,256,17.0,270,0.024491199990734458,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.09997538855057803,0.1,1024,0.99,1,10
22,512,17.0,526,0.05091829999582842,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.09994883849036117,0.1,1024,0.99,1,10
23,1024,17.0,543,0.05614419997436926,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.1,,0.001,0.09994358911033172,0.1,1024,0.99,1,10
24,0,2.0,0,5.7299970649182796e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.5,0.005,0.001,0.4999998567500939,0.5,1024,,1,10
25,1,2.0,1,0.001700199965853244,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.5,0.005,0.001,0.49999574951815207,0.5,1024,,1,10
26,2,2.0,3,0.003275299968663603,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,0.5,0.005,0.001,0.49999181181712543,0.5,1024,,1,10
27,4,2.0,7,0.0048599999863654375,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,0.5,0.005,0.001,0.4999878501476554,0.5,1024,,1,10
28,8,3.0,14,0.006474099995102733,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",exponential,0.5,0.005,0.001,0.49998381501197176,0.5,1024,,1,10
29,16,16.0,29,0.008464699960313737,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,0.5,0.005,0.001,0.49997883869791254,0.5,1024,,1,10
30,32,15.0,47,0.010513799963518977,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.49997371619095404,0.5,1024,,1,10
31,64,17.0,82,0.013143999967724085,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.49996714107983664,0.5,1024,,1,10
32,128,17.0,146,0.01737889996729791,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.4999565546376906,0.5,1024,,1,10
33,256,17.0,274,0.026807199988979846,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.4999329864912392,0.5,1024,,1,10
34,512,17.0,530,0.055852499965112656,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.4998603882451584,0.5,1024,,1,10
35,1024,17.0,556,0.06252400000812486,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.5,0.005,0.001,0.49984371443024994,0.5,1024,,1,10
36,0,2.0,0,6.769999163225293e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.5,,0.001,0.49999965979628913,0.5,1024,0.99,1,10
37,1,2.0,1,0.0022093000006861985,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.5,,0.001,0.49998889801975177,0.5,1024,0.99,1,10
38,2,2.0,3,0.004511200007982552,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,0.5,,0.001,0.4999773309763089,0.5,1024,0.99,1,10
39,4,2.0,7,0.00667319999774918,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,0.5,,0.001,0.4999664671739032,0.5,1024,0.99,1,10
40,8,3.0,14,0.009212300006765872,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",geometric,0.5,,0.001,0.49995370878848294,0.5,1024,0.99,1,10
41,16,16.0,29,0.011550900002475828,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",geometric,0.5,,0.001,0.49994195815689874,0.5,1024,0.99,1,10
42,32,17.0,46,0.014894799969624728,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.49992515673099125,0.5,1024,0.99,1,10
43,64,17.0,78,0.019215899985283613,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.499903446199547,0.5,1024,0.99,1,10
44,128,17.0,142,0.02395920001436025,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.4998796154912938,0.5,1024,0.99,1,10
45,256,17.0,270,0.03425209998385981,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.49982790706851166,0.5,1024,0.99,1,10
46,512,17.0,526,0.062229399976786226,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.4996873845842882,0.5,1024,0.99,1,10
47,1024,17.0,543,0.0686256000190042,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.5,,0.001,0.49965526373357816,0.5,1024,0.99,1,10
48,0,2.0,0,6.449996726587415e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.75,0.005,0.001,0.7499997581251617,0.75,1024,,1,10
49,1,2.0,1,0.0026221000007353723,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,0.75,0.005,0.001,0.7499901671894539,0.75,1024,,1,10
50,2,2.0,3,0.005156099970918149,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,0.75,0.005,0.001,0.7499806648743447,0.75,1024,,1,10
51,4,2.0,7,0.007758199993986636,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,0.75,0.005,0.001,0.7499709073142934,0.75,1024,,1,10
52,8,3.0,14,0.011124499957077205,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",exponential,0.75,0.005,0.001,0.7499582842853378,0.75,1024,,1,10
53,16,16.0,29,0.014209699991624802,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7499467155179451,0.75,1024,,1,10
54,32,15.0,47,0.017189999984111637,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7499355402702561,0.75,1024,,1,10
55,64,17.0,82,0.020673399965744466,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7499224787567667,0.75,1024,,1,10
56,128,17.0,146,0.026137499953620136,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7499019907796034,0.75,1024,,1,10
57,256,17.0,274,0.03711699997074902,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7498608241649829,0.75,1024,,1,10
58,512,17.0,530,0.06813589995726943,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7497445338936637,0.75,1024,,1,10
59,1024,17.0,556,0.07686049997573718,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,0.75,0.005,0.001,0.7497118285011514,0.75,1024,,1,10
60,0,2.0,0,7.150002056732774e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.75,,0.001,0.7499994610507785,0.75,1024,0.99,1,10
61,1,2.0,1,0.0031204000115394592,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,0.75,,0.001,0.74997647956773,0.75,1024,0.99,1,10
62,2,2.0,3,0.006046599999535829,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,0.75,,0.001,0.7499544236142854,0.75,1024,0.99,1,10
63,4,2.0,7,0.009344300022348762,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,0.75,,0.001,0.7499295682921353,0.75,1024,0.99,1,10
64,8,3.0,14,0.013416400004643947,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",geometric,0.75,,0.001,0.7498988773233163,0.75,1024,0.99,1,10
65,16,16.0,29,0.01668590004555881,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",geometric,0.75,,0.001,0.749874236370899,0.75,1024,0.99,1,10
66,32,15.0,47,0.019946200016420335,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7498496655621012,0.75,1024,0.99,1,10
67,64,17.0,82,0.023876400024164468,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7498200472127128,0.75,1024,0.99,1,10
68,128,17.0,146,0.02926600002683699,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7497794325926623,0.75,1024,0.99,1,10
69,256,17.0,274,0.04027570004109293,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7496964732014767,0.75,1024,0.99,1,10
70,512,17.0,530,0.0699474000139162,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7494729391355818,0.75,1024,0.99,1,10
71,1024,17.0,556,0.07724020001478493,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,0.75,,0.001,0.7494180084626629,0.75,1024,0.99,1,10
72,0,2.0,0,6.930000381544232e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,1.0,0.005,0.001,0.9999996535000409,1.0,1024,,1,10
73,1,2.0,1,0.004251600010320544,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,1.0,0.005,0.001,0.9999787422258981,1.0,1024,,1,10
74,2,2.0,3,0.009147199976723641,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,1.0,0.005,0.001,0.9999542650459913,1.0,1024,,1,10
75,4,2.0,7,0.015248299983795732,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,1.0,0.005,0.001,0.9999237614063903,1.0,1024,,1,10
76,8,3.0,14,0.01991719997022301,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",exponential,1.0,0.005,0.001,0.99990041895867,1.0,1024,,1,10
77,16,16.0,29,0.02423469995846972,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,1.0,0.005,0.001,0.9998788338414196,1.0,1024,,1,10
78,32,15.0,47,0.028083199984394014,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.9998595938579431,1.0,1024,,1,10
79,64,17.0,82,0.03488329995889217,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.999825598709879,1.0,1024,,1,10
80,128,17.0,146,0.042162799974903464,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.9997892082198353,1.0,1024,,1,10
81,256,17.0,274,0.055507400014903396,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.999722501509756,1.0,1024,,1,10
82,512,17.0,530,0.08628819999285042,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.9995686520573206,1.0,1024,,1,10
83,1024,17.0,556,0.09425689995987341,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,1.0,0.005,0.001,0.9995288265372965,1.0,1024,,1,10
84,0,2.0,0,7.539999205619097e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,1.0,,0.001,0.9999992422050437,1.0,1024,0.99,1,10
85,1,2.0,1,0.004072399984579533,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,1.0,,0.001,0.9999590718500048,1.0,1024,0.99,1,10
86,2,2.0,3,0.00782870000693947,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,1.0,,0.001,0.9999213220309077,1.0,1024,0.99,1,10
87,4,2.0,7,0.011557799996808171,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,1.0,,0.001,0.9998838469745895,1.0,1024,0.99,1,10
88,8,3.0,14,0.01621159998467192,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]",geometric,1.0,,0.001,0.9998370812481329,1.0,1024,0.99,1,10
89,16,16.0,29,0.020993300015106797,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",geometric,1.0,,0.001,0.9997890325409396,1.0,1024,0.99,1,10
90,32,15.0,47,0.02512050000950694,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",geometric,1.0,,0.001,0.9997475624058292,1.0,1024,0.99,1,10
91,64,17.0,82,0.031120700004976243,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,1.0,,0.001,0.9996872754214818,1.0,1024,0.99,1,10
92,128,17.0,146,0.038421600009314716,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,1.0,,0.001,0.9996139245621869,1.0,1024,0.99,1,10
93,256,17.0,274,0.05320909997681156,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,1.0,,0.001,0.9994653736384008,1.0,1024,0.99,1,10
94,512,17.0,530,0.08546309999655932,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,1.0,,0.001,0.999141435919188,1.0,1024,0.99,1,10
95,1024,17.0,556,0.0945633000228554,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,1.0,,0.001,0.9990500585556713,1.0,1024,0.99,1,10
96,0,2.0,0,8.100003469735384e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,2.0,0.005,0.001,1.999999189999817,2.0,1024,,1,10
97,1,1.0,2,0.005236700002569705,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,2.0,0.005,0.001,1.999947633685544,2.0,1024,,1,10
98,2,1.0,4,0.01393310003913939,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,2.0,0.005,0.001,1.9998606738527778,2.0,1024,,1,10
99,4,1.0,8,0.01992170000448823,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,2.0,0.005,0.001,1.999800792921479,2.0,1024,,1,10
100,8,1.0,16,0.025197400012984872,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,2.0,0.005,0.001,1.9997480418719278,2.0,1024,,1,10
101,16,1.0,31,0.031924900016747415,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",exponential,2.0,0.005,0.001,1.9996807764784579,2.0,1024,,1,10
102,32,16.0,61,0.039804000000003725,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",exponential,2.0,0.005,0.001,1.9996019996063328,2.0,1024,,1,10
103,64,16.0,103,0.04747700004372746,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",exponential,2.0,0.005,0.001,1.9995252863467423,2.0,1024,,1,10
104,128,15.0,175,0.056789400056004524,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",exponential,2.0,0.005,0.001,1.9994321866177083,2.0,1024,,1,10
105,256,17.0,312,0.0693707000464201,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,2.0,0.005,0.001,1.9993064132929779,2.0,1024,,1,10
106,512,17.0,576,0.10093320003943518,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,2.0,0.005,0.001,1.9989909226445388,2.0,1024,,1,10
107,1024,17.0,931,0.16679810005007312,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,2.0,0.005,0.001,1.998332714346336,2.0,1024,,1,10
108,0,2.0,0,6.900000153109431e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,2.0,,0.001,1.9999986130541023,2.0,1024,0.99,1,10
109,1,1.0,2,0.005855199997313321,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,2.0,,0.001,1.9998823100099445,2.0,1024,0.99,1,10
110,2,1.0,4,0.013233200006652623,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,2.0,,0.001,1.999734021478745,2.0,1024,0.99,1,10
111,4,1.0,8,0.020023200020659715,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,2.0,,0.001,1.999597560724636,2.0,1024,0.99,1,10
112,8,1.0,16,0.02524670003913343,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,2.0,,0.001,1.9994925887482617,2.0,1024,0.99,1,10
113,16,1.0,31,0.031211800000164658,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 1]",geometric,2.0,,0.001,1.999372720245358,2.0,1024,0.99,1,10
114,32,16.0,61,0.036800700007006526,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",geometric,2.0,,0.001,1.9992604179896796,2.0,1024,0.99,1,10
115,64,17.0,94,0.04349060001550242,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,2.0,,0.001,1.9991260007510734,2.0,1024,0.99,1,10
116,128,17.0,160,0.050679000036325306,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,2.0,,0.001,1.9989815774420152,2.0,1024,0.99,1,10
117,256,17.0,288,0.06277790002059191,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,2.0,,0.001,1.9987385200415178,2.0,1024,0.99,1,10
118,512,17.0,544,0.09444330004043877,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,2.0,,0.001,1.998102526901712,2.0,1024,0.99,1,10
119,1024,17.0,634,0.11366680002538487,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,2.0,,0.001,1.9977165255256917,2.0,1024,0.99,1,10
120,0,2.0,0,6.900000153109431e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,5.0,0.005,0.001,4.999998275000259,5.0,1024,,1,10
121,1,1.0,2,0.006363599968608469,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",exponential,5.0,0.005,0.001,4.99984091253172,5.0,1024,,1,10
122,2,1.0,4,0.012716399971395731,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",exponential,5.0,0.005,0.001,4.999682100107178,5.0,1024,,1,10
123,4,1.0,8,0.01842380000744015,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,5.0,0.005,0.001,4.999539426213938,5.0,1024,,1,10
124,8,1.0,16,0.024138899985700846,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",exponential,5.0,0.005,0.001,4.9993965639167985,5.0,1024,,1,10
125,16,1.0,32,0.030189499957486987,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",exponential,5.0,0.005,0.001,4.999245319461066,5.0,1024,,1,10
126,32,1.0,64,0.035817099967971444,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",exponential,5.0,0.005,0.001,4.999104652675055,5.0,1024,,1,10
127,64,5.0,128,0.04247949999989942,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",exponential,5.0,0.005,0.001,4.998938125273763,5.0,1024,,1,10
128,128,15.0,247,0.05039220000617206,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 0]",exponential,5.0,0.005,0.001,4.9987403536973805,5.0,1024,,1,10
129,256,13.0,403,0.06421079998835921,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0]",exponential,5.0,0.005,0.001,4.998394987661893,5.0,1024,,1,10
130,512,17.0,682,0.09762710001086816,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5.0,0.005,0.001,4.99755991809348,5.0,1024,,1,10
131,1024,17.0,1196,0.19388879998587072,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",exponential,5.0,0.005,0.001,4.995155128795456,5.0,1024,,1,10
132,0,2.0,0,7.489998824894428e-05,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,5.0,,0.001,4.9999962361512305,5.0,1024,0.99,1,10
133,1,1.0,2,0.006855099985841662,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",geometric,5.0,,0.001,4.999655531580559,5.0,1024,0.99,1,10
134,2,1.0,4,0.013179899950046092,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0]",geometric,5.0,,0.001,4.999337731758728,5.0,1024,0.99,1,10
135,4,1.0,8,0.020109399978537112,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,5.0,,0.001,4.9989895709924514,5.0,1024,0.99,1,10
136,8,1.0,16,0.026634299953002483,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]",geometric,5.0,,0.001,4.998661760821618,5.0,1024,0.99,1,10
137,16,1.0,32,0.03365599998505786,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]",geometric,5.0,,0.001,4.998309015490671,5.0,1024,0.99,1,10
138,32,1.0,64,0.041196599951945245,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",geometric,5.0,,0.001,4.997930230185272,5.0,1024,0.99,1,10
139,64,5.0,128,0.05214779998641461,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0]",geometric,5.0,,0.001,4.997380172070258,5.0,1024,0.99,1,10
140,128,16.0,227,0.06148779997602105,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",geometric,5.0,,0.001,4.996911089326803,5.0,1024,0.99,1,10
141,256,17.0,364,0.07566419994691387,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,5.0,,0.001,4.99619919223871,5.0,1024,0.99,1,10
142,512,17.0,620,0.10841629997594282,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,5.0,,0.001,4.994554865969066,5.0,1024,0.99,1,10
143,1024,17.0,777,0.14112319995183498,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",geometric,5.0,,0.001,4.992913349031341,5.0,1024,0.99,1,10
0,0,0.0,0,6.990000838413835e-05,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",exponential,0.1,0.005,0.001,0.09999996505000192,0.1,1024,,2,10
1,1,0.0,2,0.0008496000082232058,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]",exponential,0.1,0.005,0.001,0.09999957520089817,0.1,1024,,2,10
2,2,0.0,4,0.0017094999784603715,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",exponential,0.1,0.005,0.001,0.09999914525366375,0.1,1024,,2,10
3,4,0.0,8,0.002520299982279539,"[0, 1, 0, 0, 1, 1, 0, 1, 0, 1]",exponential,0.1,0.005,0.001,0.09999873985794872,0.1,1024,,2,10
4,8,0.0,16,0.005284199956804514,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 1]",exponential,0.1,0.005,0.001,0.09999735793492476,0.1,1024,,2,10
5,16,2.0,32,0.0062907999963499606,"[0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",exponential,0.1,0.005,0.001,0.09999685464946902,0.1,1024,,2,10
6,32,9.0,54,0.007431300007738173,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999628441902556,0.1,1024,,2,10
7,64,10.0,87,0.00909249996766448,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999545385335655,0.1,1024,,2,10
8,128,10.0,151,0.012300600006710738,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09999384988912373,0.1,1024,,2,10
9,256,10.0,279,0.020213000010699034,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09998989401068416,0.1,1024,,2,10
10,512,10.0,535,0.04655629995977506,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09997672455917123,0.1,1024,,2,10
11,1024,10.0,559,0.05106059997342527,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",exponential,0.1,0.005,0.001,0.09997447295871706,0.1,1024,,2,10
12,0,0.0,0,4.579999949783087e-05,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",geometric,0.1,,0.001,0.0999999539694729,0.1,1024,0.99,2,10
